title,rating,review
Awful. Do not rider.,1.0,This product was inedible. The gift recipient took one bite and threw the rest out. I would like a refund but no one has responded. It was embarrassing to have given this as a gift. “0” stars.
Extremely Overpriced / Poor Quality,1.0,I could not believe how tiny these are! Smaller than standard. And then the quality is so low! Maybe $1 each for this size and quality? I wouldn't pay a dime more.
Small and not worth it,1.0,Looked pretty tore up when it arrived. Wouldn’t buy again
Disappointed,1.0,I am very disappointed with the packaging and the taste. It was not fresh at all and my husband refused to have second bite. All the biscotti were broken.
Bad Product,1.0,I sent this product as a gift. When it was received it was as hard as a rock and some of it even looked molded. I am not a happy camper. What are you going to do to fix this problem?
Old stale biscotti fell apart !!,1.0,"The product was tasty but old
Biscotti is supposed to hold together while dunked in coffee. These cookies just crumbled to dust . ☹"
"Not fresh, so a terrible gift",1.0,I gave this to a number of recipients and so sorry I did. They tell me the biscotti were very stale.
Not melted,1.0,I was very disappointed heater has broken pieces and melted all the chocolate
Bugs inside,1.0,"Got this as a gift for someone who told me it got bugs crawling
Gross and embarrassing"
Great surprise!,5.0,"This was sent as part of a Birthday gift and it was well received. So beautifully made. The taste was so good, fresh and delicious! A definite to purchase again!"
Terrible,1.0,Received as a birthday gift. Chocolate was melted and when I tasted one of them it had a terrible taste. Tasted like soap and I couldn’t get the taste out of my mouth
The perfect gift for clients!,5.0,This is my go-to gift for my clients. They always love it and feel super appreciated
Definitely will order again,5.0,I got this as a gift for my mom she absolutely loved it. She said it was one of the best biscotti she's ever had. So happy she loved it. Definitely will order again . She sent pictures and it looked true to the images shown. Beautiful packaging and all biscotti were not broken
Father's day gift,5.0,Great gift for Father's day. Added coffee to go with it.
looks better than it tastes,1.0,Dry and not very good
bad,1.0,"Stale tasting, like it’s old."
Worth It!,5.0,Sent this as a token gift- my friend was very impressed with the packaging and ribbon and the actual biscotti was GREAT! Easy and inexpensive way to make someone's day... what a treat!
Perfect Gift for a Friend on her Birthday!,5.0,"My friend and I share the same Birthday! So I wanted to make sure she enjoyed her Birthday Morning feeling 20 again with a cup of coffee and Biscottis! She was happy and she did enjoy the surprise, and most importantly the flavor! The only thing I couldn't give 5 stars on, was the packaging. It came with broken pieces! :-( Ugh! I should've known - it's 2020!"
Freezer burnt,1.0,"I purchase these for my daughter, she nibbled on them last night and she said they all taste freezer burnt"
disappointed,1.0,the product was old I sent them two my daughters and they both said they were old.
Gifted to a friend,5.0,Friend loved them
Good bday gift of food,5.0,I ordered this for a friend and she said it was great so that’s all I can say.
gift was loved,5.0,I sent this as a gift to my daughter and she said they were really good and she was very happy with the surprise
Yuck!! Tastes like soap,1.0,Tastes like soap and chemicals. Absolutely disgusting. The only positive is the laugh I got when my girlfriend didn’t believe me. Haha. YUCK!
Excelente,5.0,Todo
Biscotti between friends,5.0,"I ordered the chocolate drizzled biscotti for a bday gift for my best friend. Splurged and paid for gift wrapping. She was thrilled. She sent me about 6 pictures of her eating it that morning, and one of the packaging. She said it was soooo good and was the perfect compliment to her morning coffee."
Great gift!,5.0,I sent 11 of these as gifts to my sales team. The loved them.
Don’t waste your money,1.0,"Misleading photo
Box is tiny smaller than a candy bar! Waste of money
False advertising"
Wonderful biscottis,5.0,Nice selection of biscottis. Not too many so can be consumed before they get stale. Too bad the delivery person didn't ring the bell and a few of the chocolate ones melted. Not too sweet and great with coffee or tea.
Save your money!,1.0,They came all smashed and very crumbly. Could not dunk in coffee
Delicious!,5.0,I gave this as a gift and was told it was very delicious. It's nice to know a gift is enjoyed.
Gift idea,5.0,Nice gift
old stale ookies dont order,1.0,"stale old, not edible"
Repeat Customer - Hight recommends this product!,5.0,"I've sent this in a couple of different sizes to a few different individuals (family, friends, neighbors & for business). This product by this company is packaged nicely for gift giving, is delivered fresh and I've been told tastes delicious!"
Perfect!,5.0,"I sent this to my parents for Halloween. They love biscotti with their coffee, so this was a special treat. Beautiful packaging, my mom said everything was great. They got it also several days before Halloween so no problem with shipping. Thank you! I plan to get us some for Christmas."
Loved them! Perfect gift.,5.0,I sent to family members in another state for a Christmas gift. These elegant biscotti's were the perfect gift for the couple who has everything! They enjoyed on on Christmas Eve with a glass of red wine and another on Christmas morning with coffee.
Thoughtful Valentine’s Day present,5.0,A great gift.
delicious and fresh if you get your order.,5.0,"I love this product, I sent it to my mom for Easter, it was delivered to the wrong house."
Scrummy,5.0,Delicious!
Delicious,5.0,Mom loved these!
Mistake in buying this product,1.0,I don’t like the product. It was so dry. In picture it looked attractive but taste was not at all good.
Delicious,5.0,This was part of a gift for my mother. She absolutely loved it! It was fresh and delicious. I would buy this again.
Thank you,5.0,This was a gift and it arrived on time - my friend loved it :)
Fresh Lovely Biscotti,5.0,Wonderful gift !
Nice gift,5.0,Sent this as a gift to my mom for mother's day. It arrived on time and she said it was delicious
Ideal Gift,5.0,Bought as a gift for a friend. Arrived well-packed and tasted delicious. I had a question about the product before purchase so I contacted the seller. They were friendly and helpful too. Highly recommended.
Great Birthday gift!,5.0,This was sent for my friends birthday. She received it on time and in perfect condition. She loved the gourmet selection.
Gift for parents- they loved.,5.0,"This was a gift. It was delivered to their door- thank you- unlike the Lindt chocolate which was left in hot Florida sun by mail stand.
They loved the flavors, said it was really pretty and great texture. Will order again and highly recommend!"
Delicious,5.0,I know when I send this my friends are going to love it as much as I do
It was good,5.0,My mother said it was good.
Great thinking about you treat!,5.0,I sent this to my Aunt as a little treat. She is enjoying them. She said they are great.
Very good taste,5.0,Was a gift the person the received it said they were very good! They enjoyed the gift!
Totally amazing and taste even better,5.0,Amazing product. Made with care. Have already reordered the same item for another gift. Delicious and affordable. They also offer a free personalized note.
Sabroso y fresco,5.0,Los envie de regalo 🎁 y no han parado de dar halagos por el sabor y frescura.
Great low cost gift sent to my four siblings since we are not together this Christmas.,5.0,Send to my family members (4 households) as a Christmas gift.
Good gift to send,5.0,My boy friend love it ❤️
Quality Biscotti,5.0,I sent this as a gift to my son’s girlfriend for her birthday and she loved it. She sent me this photo of it and it arrived in very good condition. Will definately buy again.
"Order them, you won’t be sorry!",5.0,"Yummy,yummy,yummy!"
Great for gift giving!,5.0,"I've given this as a gift twice now and both people absolutely loved it and said the biscotti was delicious. I've only had one piece and thought it tasted better than any I've had before. It's priced fairly and makes a really nice, enjoyable gift, especially for a coffee or tea lover."
Wonderful Gift,5.0,This makes a wonderful caring gift for a very reasonable price. Perfect for dipping in hot coffee.
Repeat customer - very satisfied!,5.0,"I previously ordered Barnett’s cookie assortment for a family member. When she received them, she was so excited and ate some right away, saying they were so pretty and delicious! The gift was so well received, I decided to order these biscotti for another family gift. These treats are delicious, are visually appealing and come in great packaging. I will order from this company again and again."
Size,5.0,Product was smaller than expected. Rather be bigger and pay more
Perfect,5.0,It was the perfect gift
My friends and family loved their treats.,5.0,"I never tried it, it was my gifts for my family and friends. But they loved it, according to them."
Great gift,5.0,These were a gift to my mother. She loved them!
Yummy,5.0,My mother in law loved them!
Customer satisfaction is their top priority.,5.0,"I bought this as a birthday gift and I was surprised to receive an email from the owner to check how my order was.
I love that they are so hands on and that customer satisfaction is their top priority. Highly recommended! Will definitely order again."
Sabroso,5.0,Delish
Delicious,5.0,This is a perfect gift to send to someone!
Delicious and Classy,5.0,Very nice package and looks very good to send as a gift.
Arrived on time,5.0,Ordered fir a friend.... she loved it
My granddaughter loved these cookies,5.0,This was a additional gift for my granddaughters graduation from college.
Very tasty and not too sweet!,5.0,"Got these as a gift - very tasty, not too sweet, and it has the perfect consistency! Not too hard at all. Highly recommend it!"
Love it!,5.0,Makes a great gift!
Great product,5.0,Sent for Father’s Day gift and he loved it
Giftable,5.0,These are great gifts!
Great biscotti,5.0,Gift
Compartir amor 💓 con aperitivos deliciosos,5.0,Regalo de cumpleaños
Super great gift idea!,5.0,"I gifted this to my friend for her birthday, and she absolutely loved it!"
Nice gift,5.0,I can’t comment on flavor as I sent this as a gift but the recipient enjoyed it! It was super easy to send and made a great quick gift!
A nice gift,5.0,"It was a gift to my mother so I didn’t actually see or taste them. But according to her, they we very good and she was very impressed."
Great Presentation and Flavor,5.0,"I sent these to my Dad for Father's Day and he shared them with my Mom. Both of them were impressed, and they savored the flavor by enjoying it at different times. They specifically mentioned that this product looked so pretty."
A great gift,5.0,Sent these to my sister when her grandmother passed away. Something sweet to get her mind off of it. She said they were delicious and so pretty! Thank you!
"wish I could have tried them, but they looked good!",5.0,I gave these as a gift so unfortunately I did not get to taste these! But my mother in law said she loved them.
Delicious,5.0,"I bought these for my daughter as a birthday treat. I didn’t have the chance to taste them myself, but she said they were delicious"
Go,5.0,Glad it could be delivered guickly.The receiptient like it.
Perfect gift,5.0,Box was gorgeous and my mom loved them
Gift,5.0,"I wish I could leave an accurate review, but this was a gift and I did not open the box."
great gift idea,5.0,"The recipient of the gift enjoyed these greatly! Great product, shipped quick for my last minute purchase!"
Tasty,5.0,Sent as a gift. Recipient loved them.
Good gift,5.0,"I gave this as a gift, and the recipient really loved the biscotti. Said they were ""yummy."""
Great gift,5.0,My boss loved turn!
Very pretty presentation.,5.0,I wish there were a few more in the box. Very nice presentation. I gave it to my father for Father's Day and he loved them!!
This was a gift,5.0,She enjoyed it very much
Perfect gift for grama,5.0,"Sent to my grandmother with her birthday present. She loved them, said they were delicious."
Need a bigger box 😁,5.0,They liked it ❤
Special treat,5.0,Great product very impressed
Good for the money,5.0,Liked it all
Gift,5.0,I gave this gift to a friend who was coming home from the hospital. She told me it was wrapped beautifully and tasted yummy!
"Great gift, good value for money!",5.0,"Gave it as a get well gift, was a wonderful choice good value for money!"
Fantastic,5.0,Delicious
Good price,5.0,Gift
Great Gift Idea,5.0,Sent these as a gift for my grandmother and she loved everything about them from the taste to the packaging.
A welcome home gift,5.0,A great gift to welcome a patient home from the hospital. Very well received.
Fabulous,5.0,Very good
Tastes good,5.0,Got it for my brother. He said he likes them!
Excellent Gift!,5.0,My sister loved this gift and said it tasted delicious! I'll have to order some for myself next time.
"Once chilled, tasted great",5.0,"Flavor was great, although was melted being in sun outside with delivery"
Recipient enjoyed the gift,5.0,No issues. The gift was well received.
Good Choice of chocolate,5.0,Great for gifts
nice little gift,5.0,nice size
Awesome,5.0,my girlfriend loved the gift
VERY GOOD!,5.0,"They were very good, very good quality of ingredients"
was a gift,5.0,It was a gift so I never saw them but the receiver said they looked yummy!
Awesome product,5.0,They were delicious.
Everthing,5.0,"Excellent gift for my daughter. She said they were delicious!,"
Perfect Gift,5.0,My dad absolutely loved these on Father’s Day
Delicious,5.0,Delicious and affordable! Made a great gift!!
Great gift for my mom!,5.0,My mom loved the biscotti. Very flavory and overall a nice gift presentation
updated Review for Barnets Sweet creations,5.0,"I am updating my previous review, and giving Barnetts Sweet Creations , five stars ! Their customer service is top priority & they showed this when my first order arrived broken ,and less than fresh. They personally reached out to me and made it right. They shipped out a fresh box immediately & as you can see from the photos above they arrived in pristine condition. I appreciated the hand written note and their top notch customer service. I will actually order from them again because every business with that level of customer service deserves a second chance. I’m very pleased!! I even picked the biscotti up to show it was firm and not crumbly and smelled divine. So of course I had to make coffee to dip them in. This batch was fresh and lived up to the description. Thank you Barnetts for going the extra mile."
Bought as a gift,5.0,"I was a little worried when I got these as they were a gift & several reviewers said the cookies were broken. But they were all in perfect order when they were opened & also as many said, they are considered a Biscotti but the texture is more like a cookie. But I was told that they were Really, Really good. So it was a good gift."
Not Worth the Money,4.0,"Flavor wasn’t great. Family member said they taste like cardboard. Not even the right flavors that are stated in the description. Definitely wouldn’t buy again.

Update 9.21.21
Customer service is great! After posting about our experience, Barnett's reached out to us and 100% fixed the situation. I would highly recommend ordering directly from their site to ensure the best quality product possible."
YUCK!,1.0,"I purchased 2 boxes. I took one bite and threw them in the trash! Cookies were broken, but that’s the least of the problems. The texture is way too soft and there is no real taste to them at all. However, what you can taste is disgusting! I’ve had several “unbranded” named Biscotti’s and trust me, there is NOTHING “Gourmet” about these ones! SAVE YOUR MONEY!!!"
gift,4.0,"this was a gift and cant comment of taste of freshness. I had hope the the biscotti could had been displayed to put in an gift basket and person new what they were getting , as per picture."
Absolute rave reviews when given as a gift.,5.0,Bought these as gifts and the recipients absolutely loved them.
Perfect delivery of great cookies,5.0,This is our second order with Barnett’s. We reordered because it’s always a perfect gift.
Good but a bit pricey,4.0,"It is good but pretty pricey for the smaller package. Might consider buying again, the larger option."
Great Gift for Glutton Free Treats!,5.0,Purchased this as a Christmas gift for a friend with a glutton free allergy and she loved them so much! She stated its rare to a find a sweet glutton free treat!
Great biscotti! Very nice presentation!,5.0,I bought this biscotti as presents for coworkers. They were perfectly packaged and very good.
Makes a great gift,5.0,Who doesn't like chocolate? These make a wonderful gift.
Delicious,5.0,I sent this to my nephew who is in the Army in Japan and he said it was delicious.
Melted chocolate upon arrival,4.0,It wasn't handled with care.. so it didn't look like it should have. Just melted chocolate and on the bottom of the box with the rest of my items. Which were a bit heavy
Mmmwah!,5.0,These biscotti are divine. They look beautiful and they taste divine.
great,5.0,love these on hoidays. jc
Ideal,5.0,"Tiene un empaque lindo, buen sabor y excelente para regalar"
Great gift,5.0,Wanted to have small gifts on hand for drop-ins at Christmas...this is just the thing.
Mmm good !!!,5.0,Gift
Gift,5.0,Bought as a gift rave reviews just reordered
Perfect gift!,5.0,Wonderful
Meh,4.0,"The little gift box is nice, the flavor not so much. It felt like they were old"
Delicious!,5.0,They are very good!
Recipient LOVED these!,5.0,Great!
Flavor,5.0,No dislikes.
Great Gift,5.0,Delicious
Presentation,5.0,Love them
Packing the gift,5.0,Very delicious and great gift wrapping
It’s a bit softer than regular biscotti but still delicious!,5.0,It’s a beautiful package and perfect for gifting!
They loved it!,5.0,A gift.
Delicious cookies!!!!!;-),5.0,This was the perfect gift 🎁 for the Hoildays!!!!! Everyone enjoyed the cookies 😋.....
Very good,5.0,My mom loved it
Fresh and flavorful,5.0,"Fresh, flavorful, filling, and fabulous. Would definitely purchase again. Quality treats!"
Good,5.0,All good
Perfect Gift for a loved one who is far away.,5.0,"I gifted my grandfather these beautifully packaged treats for his birthday. He said it was wonderfully packaged, looked very expensive, and loved them! Also I'm pretty sure he was happy because everyone else gifted him fruits and healthy snacks, haha. I'd 100% buy from this store again to gift to other family members and close friends. Thank you for giving him a great experience!"
Sent as a birthday gift,4.0,"I order this and sent to someone for their birthday, i cannot rate or review on taste or presentation because I did not receive any feedback on it."
Very nice and delicious gift.,5.0,"The package came beautifully wrapped and the assortment was perfect, the biscotti's tasted delicious and fresh. I would recommend them to anyone looking for a yummy gift."
A wonderful gift!,5.0,A nice birthday gift for a friend far away - we havent seen each other in many years but talk on the phone every single day. She loved it.
Yum,5.0,"Very good biscotti. It arrived nicely, whole pieces. 5 came in a box. Got it has a gift. Would order again in the future"
Very nice gift,5.0,These are excellent gift
great Christmas gift at great price!!,5.0,i SENT SEVERAL AS GIFTS AND ALL RECIPIENTS ENJOYED THEM
Chocolate covered biscotti,5.0,They were a gift for someone else & they loved them.
My aunt loved them,5.0,I sent them to my elderly aunt and she loved o
Good,5.0,Arrived on time and were tasty.
Perfect gift!,5.0,So yummy!
My family loved them...,5.0,Delicious
There not hard either.,5.0, These were a Mothers day present from my son. I will be buying them for my loved ones and myself. There wonderful and delicious.
Great gift for neighbors,5.0,Gifting
Very happy with purchase!,5.0,Great for a gift for any occassion
Scrumptious,5.0,Get well gift
Delicious!,5.0,Bought this for a friend. She loved it and said they were very tasty. She also said the packaging was lovely.
"This was an easy gift to buy, and one that was greatly appreciated by the recipients!",5.0,"It came in two handy sizes, and was reasonably priced, and a bit unique. I should have ordered one for myself!"
Loved them,5.0,I sent these as a gifts! Everyone loved them!
extremely over priced !,1.0,Extreme costly ! not worth the exorbitant price ..5 biscottis for $15 .. are you guys crazy or what ? I totally regret ordering it ..
Gift,5.0,"I sent this as a gift, it was well received."
Very nice. My mother in law loved it,5.0,Giftable
Freshness,5.0,Son’s birthday
Fresh and tasty biscotti. I would buy again.,5.0,Very nice presentation
Not happy with product.,1.0,"It was all crumbs, it was dried out and no returns."
Nice presentation,5.0,Gave them as a gift and they were very happy
Good packaging,5.0,Very presentable and great flavors
They were a gift,5.0,They arrived timely and looked wonderful. The item was a gift so I cannot atest to its quality taste
Lovely Gift,5.0,Mailed these to family as a gift. They really enjoyed them. Very well wrapped.
Taste was great! ;),5.0,Arrived Early Too! :)
Recipient of gift: Inedible,1.0,Inedible per recipient
chocolates,5.0,good
Great,5.0,Great
Great gift idea,5.0,Very cute gift boxes! Haven't tasted them since they are gifts for a few speakers but the presentation is really nice and the cookies look delicious!
They liked them!,5.0,"I gave this as a gift and the recipients said they arrived on time, were packaged well, and were very tasty."
Great Small Gift,5.0,"I bought this as a gift, so can't comment on taste, flavor, etc. However, it arrived very fast and looked exactly as described. It was a great gifting item."
Biscotti variety pack!,5.0,"A very nice variety pack of biscotti! Great tasting and a great gift!
Thanks Amazon for such great gifts!
Radha
Radha Divakaran"
Awesome customer service excellence! Delicious Biscotti!,5.0,"The Biscotti arrived in perfect condition and they were delicious. Gorgeous presentation and the recipient loved them. Awesome seller, will definitely buy again from his vendor. They take customer satisfaction serious and to a high level !"
Nice selection to send as Thant you gift.,5.0,Sent as a gift.
Wow my sister will love that’s chocolates bd gift,5.0,My sister love chocolate and it’s a bd gift 🎊🎉🎊🎂
My sister loved these,5.0,My sister loved these. Yummy
Not disappointed,5.0,"Got for my mom who was recovering from a broken neck, she said they were delicious and tasty"
Giftable!,5.0,Gave as gifts. Well received.
Delicious,5.0,And delicious
Good Product,5.0,I need to retract my original negative review about the delivery. It finally showed up.
Stale old hard,1.0,This was so bad I threw it away. They arrived in a pretty box but the inside was broken hard stale not edible at all.
Exelente para regalar es muy delicado,5.0,Es exelente para un regalado
Very giftable,5.0,I sent this to a friend and she loved them. What a wonderful way to brighten someone's day!
Nice,5.0,Nice and tasty
gift packing looks good,5.0,gift packing looks good
Gifted,5.0,Got as a gift and they loved it.
Gift,5.0,Bought this as a gift and she loved it
Yummy Biscotti,5.0,"This box of Barnett’s Gourmet Chocolate Biscotti was a gift and this gift arrived in excellent packaged condition exactly as advertised on Amazon Prime. The biscotti gift described by recipients was fresh, absolutely delicious and they want more. Based on that review I recommend this item for repeat purchase at Amazon. Glad the anniversary 5 year celebration was even better with Barnett’s Biscotti."
Tastes bad,1.0,This was sent as a gift to a friend who usually loves these things. Sadly she said that they didn’t taste very good and weren’t even worth feeding to her kids who eat almost anything. I won’t be ordering these again.
Loved it,5.0,My parents loved them! They were very impressed.
Yummy 😋,5.0,I bought for my daughter birthday. She loves them
All biscotti were in the box,5.0,I wrote a review on the first box I ordered had a biscotti missing this box was better
MmmhnMMMM,5.0,The flavors are melting on my tongue 😩😩😫😫
Sweet deal?,2.0,the package looks much bigger when you order it. It's small and incredibly anti climatic. Better off ordering TIM TAM biscuits. Better deal.
It makes a wonderful gift. Everyone loved it,5.0,I bought for myself and I also buy it as gifts.
What can you say about such a gift,5.0,My friend loved it and that’s the best praise you can give to a box of biscotti
,,"Bonjour, bien heureux mais GARDEZ pour une DÉGUSTATION aux FÊTES. Merci, René."
,,Low quality food item
,,Beautifully presented and an ideal gift. Taste is great perfect with a coffee.
,,Very fresh and yummy yummy go to tummy :)
,,And the fact that these are not returnable makes it even worse. will not order again!
,,5 stale crackers in tiny tin
,,"False, misleading size for price. Very small pkg. heavily overpriced."
