title,rating,review
Not what I call Biscotti.,2.0,These are really just vanilla cookies with something on top with a weird after-taste. I really don't care for them and will likely throw them out.
"Barnett Biscotti 'a old, stale",1.0,All the biscutti cookies were very old and stale. The toppings of nuts and pumpkin seeds were rancid. Other toppings were tasteless. I could not eat them.
Barnetts Biscotti Cookies Gift Basket,5.0,Great product. Purchased as a gift. Would definitely purchase again
They looked better than they tasted I throw the box out,1.0,No flavor just not like the cookie should be for the price they should have been way better
Fantastic present!,5.0,I gave these biscotti's as a gift and I was told they were very very good. Looking forward to ordering them again.
Sent a box to several families and all raved about ...,5.0,Sent a box to several families and all raved about the quality and delicious taste of each and every piece.
Loved it so much.,5.0,"Loved it so much, ordered for 85+ Customers this thanks giving."
Yummmy,5.0,Soooo delicious! Perfect with my coffee in the morning!
Ehhh,3.0,"The taste is very average, but it makes an attractive display. All the cookies are the same flavor, with different icing and toppings. I wouldn't buy it again."
A unique and delicious treat,5.0,Your product is visually most appealing and delicious. Thanks very much.
Best cookies Ever....,5.0,These cookies are the best....Nothing else needs to be said... Perfection.... Gift of the Times...
Five Stars,5.0,"Nice gift although I was able to indulge myself, I heard it was good."
They look wonderful. They are a present for someone else,5.0,"They look wonderful. They are a present for someone else, so I can't say how they taste."
Very Disappointed .,1.0,Very disappointing. Bland flavor and the texture was was not desirable. They tasted stale. Several were broken in box
I send this as a gift for my family they loved it.,5.0,Thank you so very much! I send this as a gift for my family they loved it.
Come on no more ??,5.0,Nice
The worst biscotti I ever tried,1.0,"They were tasteless, bland, and soft. Nothing like a biscotti cookies should be."
It was very tasty,5.0,Very nice display.
Great!,5.0,Bought this as a gift for my boss and she loved it! Very delicious.
Very good and fresh!,5.0,Very good cookie! My husband isn’t a biscotti fan and even he liked them!
Five Stars,5.0,WAs so good make you want to slap your grammma! No joke so yummy
Great gift choice,5.0,"Awesome choice for a gift, very pleased, fresh and nice variety"
Five Stars,5.0,"LOVED the presentation, and the biscotti was probably the best I’ve ever had. 👍👍👍"
Absolutely delicious!,5.0,"Absolutely delicious Biscotti's! Very light, great flavor and variety!"
Bet you can't eat just one...,5.0,Incredible selection of delicious treats.
Recipients gave thumbs up,5.0,Recipients gave thumbs up
Very good cookies,5.0,This was a gift and it was fine in every respect.
Fantastic treats,5.0,It was very tasty.
Five Stars,5.0,"Nicely packaged, tasted delicious. Gave it as a gift and the recipient was very happy."
This product have to many chemicals,1.0,I was disappointed look good but to many chemicalas I order from my granddaughter I will newer order agien it is very unhealthy....
Gift,4.0,It was a gift sent out of state
Nice treat,5.0,Wonderful buttery flavor. Nice assortment in decorated box. Dad loves his gift.
... his family for Christmas and they said they were amazing.,5.0,I sent them to my son and his family for Christmas and they said they were amazing.
Tastes great!,5.0,Great gift!
Broken! What a mess!,1.0,These came totally broken! I don't know if it's the Packaging or the delivery either way this was awful I sent this to my sister as a gift but I will never do it again!
Five Stars,5.0,That tastes really good! Bought it as the valentine’s gift and my boyfriend loves it!
Four Stars,4.0,Nice gift for those who enjoy Biscotti.
Stale and bland,1.0,"They look very nice in the box, but they were stale and had no taste."
Shipped perfectly no broken pieces tastes wonderful,5.0,great product would buy again
Bought as Gift,5.0,Bought these as a gift...Recipient told me they were great. Nice box- classy presentation
Great gift,5.0,These were a fabulous gift and were very well received. Arrived quickly.
Misleading.,1.0,This item is not a biscotti. It’s a cookie. Very disappointed.
Very disappointed,1.0,Arrived melted and raste nothingike biscotti. Very dissappointed as did my guests I served them to.
Nice product and packaging,5.0,Biscotti was good quality. Ordered it as a gift and it was packaged nicely.
Wafer,5.0,"Light, very tasty"
Perfect gift!,5.0,Excellent quality chocolate covered biscottis.
Sattisfied in PA,5.0,"Arrived quickly, I sent theses to my favorite Ital. aunt. She loved them; her an my uncle said they hadn't tasted anything that good in years. She said they were fresh and tasted as good as they looked!"
"Nos encantó con mi esposo , rico con cafecito 😋",5.0,Es lo mejor
They came stale tasting and aren’t eligible for return.,1.0,"The biscotti cookies were in sealed packaging, but were stale. I am very disappointed in this purchase and would not recommend."
Never Buy!! Waste of money!,1.0,bought for a gift. came melted and a mess….unable to give for gift. UNABLE to RETURN for REFUND!! wasted $$$
Delicious!,5.0,"Perfect for gifting, beautifully decorated, tasty biscotti!"
Needs better packaging,1.0,One whole row was broken. They were too expensive to not have a better packaging
Scrumptious and beautiful - inside and out!,5.0,"Just wanted to compliment this company on their great, prompt service and the freshness of the cookies.. Bought them to give as a gift, and when i brought them home my kids ate them lol. I would recommend these cookies to anyone and everyone.."
Warm Up The Coffee,5.0,Very satisfied with purchase...great for dunking in the coffee.
Arrived Stale,1.0,"No flavor, dry, and stale upon arrival. I would not recommend this product."
Very good!,5.0,Liked the assortment had a little of everything.
Great variety and taste!,5.0,"Lots of types, all unique. Will purchase again."
I was given rave reviews by my good friends.,5.0,These were for a gift. I was given rave reviews by my good friends.
Fresh and flavorful,5.0,A tasty indulgence
Happy,5.0,These cookies were a gift. Recipient seemed happy
Not fresh,1.0,Items were stalled. Horrible.
Five Stars,5.0,Perfect gift for someone who has everything. My Mom really enjoyed the fancy biscotti.
Biscottis are great,5.0,my Wife loved this present and happily devoured them.
Inedible,1.0,"These cookies tasted stale, terrible!!! Since they are not returnable I had to just throw them out and money wasted 😡😡😡😡"
Delicious,5.0,The biscotti was great didn't last very long delicious
As expected,5.0,Very good
This is ok for biscotti but not fabulous.,2.0,"I wasn't crazy about these. They taste ok, but were not what I hoped for."
Home Run!,5.0,Everyone loved these biscotti. Tasty and attractive presentation.
Five Stars,5.0,Bought two as gifts and got to try them. They ar very tasty.
Disappointed,5.0,Awfully expensive cookies not Biscottis
No complaints,5.0,No complaints
No worth any amount,1.0,First I could not send any info to the seller. This what I would say. Your Biscottis are stale.
Good quality,5.0,loved the freshness and variety great product
Very Expensive,1.0,I bought it for gifting but I think it's a little bit overpriced
Disappointing non-biscotti,1.0,"These are low quality in a fancy package. They are not really biscotti, but had a crumbly texture that was unpleasant. Chocolate was low quality and flavor was unappealing. Very disappointed."
Never buy again.,1.0,Worse biscotti I have ever bought.
It was a gift,5.0,"Was purchased for a gift, and was enjoyed!"
Very Stale and could not return or replace.,1.0,Very stale..would not ever gift to someone or buy for ourselves.
Great to dip,5.0,Wonderful taste
Not very good at all,1.0,These do not taste like biscotti’s what so ever. I’m very disappointed.
Very good quality,5.0,Great selection
good for a gift,5.0,"tasty, but is too expensive, good for a gift however"
Five Stars,5.0,This was a Mothers Day gift. My mother-in-law said it was attractively packaged and the biscotti were delicious.
Not a true biscotti...half of the product arrived broken.,1.0,"Not true biscotti...not twice-baked, as is a true biscotti. It’s more like a standard shortbread cookie with frosting, shaped like a biscotti. Half of the biscotti arrived broken, which wasn’t discovered until my gift recipient opened the package. I would not purchase again..definitely not for the price."
Very disappointed!,1.0,Over priced. Very small plain cookies that are shaped to resemble an Italian biscotti. Not crunchy. All the cookies are the same except for the frosting which is also very plain.
I have no idea if they liked it or not,3.0,I sent it as a gift. I have no idea if they liked it or not.
Great,5.0,Loved them ..so delicious will buy again
Most of them came broken and flaky,1.0,"I would not order them again.

We ate some at our office. Was not impressed."
Great gift,5.0,Great gift
Delicious!,5.0,"We sent these biscotti to a friend who had just returned from the hospital. He (& his wife!) lived them. They were fresh, delicious, & delivered on time. These are my go to cookie gifts."
Terrible!! Will definitely NOT by again!,1.0,Didn’t look like photo at all. They came broken.
The best!,5.0,Best biscotti I’ve ever had!!
Tired of giving chocolates? Try this.,5.0,"Great variety, we'll packaged, ontime, tastes great."
Absolutely delicious!!!!!,5.0,Not just for Holidays...... Can't eat just one!
Doesn’t taste like it looks,1.0,This box of biscotti looks very inviting. However the taste doesn’t live up to its looks. I have to say this is some of the worst biscotti I have ever tasted.
Order it,5.0,The best I ever had
Very expensive for this quality,2.0,You can do better in your kitchen.
not a good value,1.0,too expensive and good but not great. disappointing
Stall Inedible,1.0,This product was sent as gift and thankfully recipient said how awful it was
Great gift,5.0,Great
Nasty,1.0,I wouldn't eat this if it was free. I can't believe the cost for this lame cookies.
Great product!,5.0,These were packaged well and tasted great!
Our Go-To Gift idea,5.0,"We have sent this out countless times to friends for a thank you, birthday, or anything and they always rave about it. Yesterday we actually saw what it looked like for the first time as we sent to a doctor's office and we just happened to be there. The staff loved it. The biscotti are small - not like the huge ones at Starbucks. They each are embellished with different goodies and the taste was fantastic. So glad we got to see the presentation box and the products. We will continue to send this out for all occasions!"
not again,2.0,"cookie was flavorless,toppings were actually dried out"
Cookies,5.0,Cookies
Chalk,1.0,Tastes like chalk. Super dry and brittle.
Excellent Choice!,5.0,"Sent them as gifts, everyone loved them!!"
"Very poor quality, taste and messy presentation.",1.0,Did not like at all. Wasted a high price on bad product. Do not recommend
"Will not purchase again, very soft.",2.0,"The pkg. and decorating was very nice however,the texture was not firm like one would expect in a biscotti. Very disappointed in this produce"
Rancid biscotti,1.0,The almonds were rancid...i took these to an office party...it was embarrassing. ..there was one with chocolate crumbs on top that people complained their lips felt like they were going numb....i threw them out...i would not sell them to anyone else
Most were old in taste,1.0,Gift. They were not fresh at all. Not worth the money. Sorry i bought these.
Perfect,5.0,Perfect
She loved,5.0,Sent these to my aunt for Valentine's day. She loved them
Fresh.,5.0,Taste great.
Quality is not good,2.0,Not fresh at all.
Don’t waste your money,1.0,"These are the worst, stale Biscotti that I have ever tasted. Thankfully I didn’t end up giving it as a gift. So expensive and not at all edible."
Good,5.0,Good biscottis
I don't think I'd order again,2.0,They were a little dry.
Excellent....great services,5.0,Excellent!
"Kosher, Delicious, and Beautiful",5.0,Our guests LOVED these.
Cheap cracker,1.0,No flavor especially for the price. Very disappointed.
Very expensive for what you get. Never order again!,1.0,Too expensive for what you get!
Dry tasted old would not but again,1.0,Dry tasted old. Would but but again or gift
Five Stars,5.0,"If you're on diet, don't buy this. It's soooooo yummy, and I couldn't stop eating."
Delicious,5.0,The biscotti cookies are delicious. Nice presentation.
Product over priced,1.0,Taste was terrible
THE WORST BISCOTTI I HAVE EVER TASTED,1.0,"The biscotti were not even edible, I was extremely embarassed since I ordered one for myself and a gift to another...They are hard tasting, they taste like nothing I have ever eaten, no flavor. Complete waste of good money!"
Perfect gift,5.0,great with fine coffee and good friends
stale flavor,1.0,tasted old not much flavor
Yummy,5.0,They were a much appreciated gift.
Just like Italy,5.0,This was a gift to my sister and her family. They all loved it and commented how fresh and delicious it was.
Muy buenos,5.0,Muy buenos
Five Stars,5.0,Very pretty and tastes sooo good...The pkg. was also nice
Product crumbles and didn’t taste like Italian biscotti,1.0,Product crumbles and didn’t taste like Italian biscotti
Nice treat for family dealing with the flu,5.0,Pleasant treat when everyone was sick. Tasted wonderful and fresh
Not fresh and tasteless,1.0,I bought some for me and some friends of mine they said they had to spit them out .. they were not good .. they tasted nothing like a biscotti .. I think they were old
They were broken and tasted stale. Awful.,1.0,They tasted stale. All but 6 were broken. Would not purchase again.
Yuuummmy,5.0,Absolutely delicious. Everyone loved them! Quick shipping.
Very good,1.0,Very fresh
no taste just sweet,2.0,"no real flavor, just sweet disappointing"
they weren't what i expected at all.,1.0,They didn't have much taste.
I will never buy this again,1.0,Too much money and not good at all
Ordered as a gift and they said they really enjoyed them! Looked presentable and smelled delicious when I ...,5.0,Ordered as a gift and they said they really enjoyed them! Looked presentable and smelled delicious when I received them. Would order again
... biscotti was a present for wife who was very pleased.,5.0,The biscotti was a present for wife who was very pleased.
Product looked old and packages worn.,1.0,The product appeared to be old. The box was worn and did not have a ribbon around it. Just the glue where the ribbon was. The cookies were broken and pieces were throughout the wrapping. Looks presold or old. Would not buy again.
Five Stars,5.0,"My friend loved them, she said, they were delicious!"
No flavor and stale,1.0,They were tasteless and stale
great gift idea,5.0,beautiful presentation and amazing taste!
Do not recommend,1.0,Not what I expected. Not worth $39
cookies,5.0,"very delicious cookies, love it!"
"looked great, was very happy with",5.0,"Bought as a gift, looked great, was very happy with purchase"
Gorgeous and so flavorful Barnett’s Gourmet Biscotti!,5.0,They looked wonderful!! So flavorful and tasty!!
Don’t waste your money. Tasteless!,1.0,Tasteless biscotti cookie product. I should go in business. Truthfully any store bought cookie/biscotti would taste better. Sad they are in business. I rarely write reviews but this product was a terrible purchase.
Broken Biscottis,1.0,"Unfortunately the biscotti‘s were broken. Trying to find a place for somebody to contact me to replace this, but so far nothing. It is a shame!!"
Great!,5.0,Great gift for the holidays!
huge waste of money.,1.0,Soft flavourless Huge waste of money
Dry. Dry. Can not eat.,1.0,There is no saving this box of dry falling apart . Took a bit . Use. Now they are saying can not be sent back .
Stale Stuff,1.0,The biscotti and biscuits came as stale and my brother complained about how useless that gift was for him as they had to throw all the packets out. Why is that!
Biscotti usually tastes much better,1.0,Did not like the size. The texture was not appetizing.
Excellent Biscotti,5.0,Beautifully packaged and delicious Biscotti!
Tasty!,5.0,sent as a gift. Everyone seemed to love it!
Don’t buy,1.0,"MAJOR DISAPPOINTMENT!!!!!! Item was stale tried pieces of two biscotti and they turned to dust although they were advertised for Fathers Day, tasted like they were packed for Xmas. At $36 for less than pound and no returns policy I felt it was a serious ripoff DONT BUY!!!!"
This product wasn't worth the money,1.0,This product wasn't worth the money
excellent,5.0,Gift
great product,5.0,great product delicious very tasty
good product,5.0,good
STALE,1.0,This arrived and it was stale . There was no crunch .
Bland,1.0,"All the same white biscuit/cookie only the toppings are different
Disappointing"
The paper was stuck to the cookie and the chocolate,1.0,I was very disappointed. Went straight to the trash
Very Good,5.0,The biscottis were delicious!
Biscottis,5.0,The diversity of flavors was good
"no flavor, miniature size, and way overpriced. TOTAL RIP-OFF!",1.0,"Garbage product with miniature pieces and no flavor, shame on this company for ripping people off"
Nice,5.0,Bought it as a gift for my boss. The package came in and all the biscotti were intact. Looked beautiful and made me want to open and eat them myself!
biscotti,5.0,I bought this as a gift.
Melted Biscotti,1.0,Many of the biscotti were melted. The taste was disappointing. Would not recommend.
awesome,5.0,my mother loved them
Disappointing.,3.0,"We received as gift. We wanted to love, because they were nicely presented. But much too soft, crumbly and most were broken. Also too expensive for 24 small pieces.
Prefer Nonnies, large & individually wrapped, with some ""bite"" to their biscotti. Just can't recommend knowing they overpaid for a box of 24 crumbly ""cookies""."
Perfect gift!,5.0,Absolutely delicious . . . the perfect gift!
Nice gift,5.0,Tastes good
Give to ones you don’t like,1.0,Way overpriced. Very small. Buy locally and get a better deal
The biscotti was powdery and tasteless. It was throw them away. I’m very disappointed!!,1.0,This was a birthday gift for my sister.
Yuk!,1.0,"These are horrible. These left a really bad aftertaste. Tried a bite from 3 or 4 flavors, all were the same so it has to be the biscotti recipe. I think the cookie were stale."
Delicious!,5.0,My wife loved them!
Great gift,5.0,Made a great Thank-you gift!
Biscotti worth buying!!,5.0,"Great Product, Great Presentation!"
will order again,5.0,Excellent product and nicely packaged.
Pretty Biscottis,5.0,Good Biscotti and very pretty
Five Stars,5.0,The presentation is nice but they wont be opened until Christmas.
This product is very disappointing,1.0,"For the price this is a very bad product, the images look great but the product is much smaller and tastes bland to terrible. We threw out 50% of them after trying several flavors."
Stale-would not recommend,1.0,The product was very stale and the sunflower seeds actually tasted rancid which ruined the flavor of the biscotti. Through away the entire box. Would not recommend this product.
Ended up throwing away.,1.0,Cookie was so dry. Horrible. Threw away
Disappointed in this product.,1.0,Stale. Were dry any tasteless.
Sorry excuse for biscotti.,1.0,"Texture was too crumbly. Rather flavorless. I do not recommend this product at all. Nice presentation though, but that was it."
Good gift,5.0,happy with the purchase
It does not look like the picture.,1.0,"This product was a super disappointment. I ordered for a party and it came in looking like into was old , on a shelf for a while and not something I would ever use for a party or use as a gift."
They were dry and crumbly!! I would never order them again!!,1.0,They were very dry and crumbly!! I will never order them again!!
Old,1.0,Not as fresh as I would have like them to be
Tummies Cookies and Impressive Gift Box!!,5.0,Absolutely Delicious!!
Not crunchy and lacks flavor,1.0,Authentic biscotti is crunchy and flavorful. This product was anything but!
We're not enjoyable.,1.0,Items were stale
damaged crumbled cookies,1.0,Cookies were damaged
Excellent,5.0,Delicious fresh beautiful assortment.
What a great deal!,5.0,"These biscottiis were absolutely DELICIOUS!!!! The wrapping was sensational and came, thankfully, in perfect condition. I am going to order a bunch for my vendors this holiday season...."
Disappointed,3.0,"Very dry and crumbly, little taste. I wouldn't buy these again."
Taste like wax!,1.0,Cookie all crumbly too. Cant return either!
Delicious and fresh!,5.0,"Care package for my son, a rural secondary Ed teacher — he loves the flavor and freshness with his morning and evening coffee!"
This product is not worth it not good at all,1.0,The biscotti was not very appetizing it was stale the worst biscotti I have ever had would not recommend this product
Five Stars,5.0,Very good assortment. My wife enjoyed for Valentine’s Day.
didn't come close to being as the picture looks and tasted like a chemical not good at all,1.0,These taste horrible have a chemical taste and no topping to speak of. NOT WORTH $2.00
Super yummy!,5.0,Wonderful!
Delicious little treats!,5.0,It was better than expected! She absolutley loved them!!!
This is great....,5.0,This is great...
Wonderful gift,5.0,Awesome
Excellent,5.0,"Excellent Biscottie, and service"
Five Stars,5.0,Since I have not received these I have no comment
Not like what I expected,2.0,"NOT very crisp..I was expecting dryer, more like biscotti I've had in the past. Disappointing."
No good,1.0,In put them in the trash
Not worth the money.,1.0,Was not worth the money.
The loved it!,5.0,Both recipients of these gifts loved them.
On time and tasty,5.0,Delicious
highly recommend,5.0,"Delicious, for the value, a def bargain, highly recommend"
This was a birthday gift,5.0,She said she liked it!
Customer,1.0,This package was so small I order from office staff for Boss looks so little everyone at work questioned th$$& I paid for it
A valentine gift for my wife.,1.0,The product was so dry and crumbly that my wife ate only one and threw the rest away.
No flavor,1.0,Tasteless
Great Gift!,5.0,Presentation was great!
Biscotti review,5.0,Biscotti is very good! Enjoy drinking coffe w some biscotti in the mornings.
don’t buy,1.0,"received stale, would not recommend"
Three Stars,3.0,Not exactly like the biscotti I'm accustomed to
Delicious Biscotti,5.0,"The only negative thing I can say is that the delivery date never seems to be accurate. It’s always a few days later. Otherwise, it’s a great gift."
"Nice cookies, nice packaging for gifts.",5.0,Great tasting cookies
The design on the outside the bow tie I am 100% satisfied thank you amazon n barnetts,5.0,Beautiful nice elegant speechless product delicious good for gift.
Excellent choice,5.0,They were amazing...so fresh and creative
wife loves them,5.0,got them for christmas also wife loves them
Great gift,5.0,Delicious
Five Stars,5.0,Was a gift and they loved them.
Great with tea!,5.0,Presentation and taste.
Delicious,5.0,Delivered promptly. Great product.
Refund please,1.0,These cookies are very stale. Must be a few years old..would a refund.
Delicious,5.0,Great packaging. Tasted awesome.
"wonderful, but order early",5.0,have sent these to many people and all rave about them....but order early they take a while to get there by mail
Five Stars,5.0,Beautiful Gift item very well presented - highly recommend this item
Great gift,5.0,Beautiful packaging
it was good,5.0,great gift
biscottis are very fresh,5.0,i liked the taste
Great Gift idea for everyone to enjoy.,5.0,The chocolate biscottis arrived as promised. According to the recipient were tasty and fresh and he really appreciated my birthday gift. Thanks for your service.
Biscotti cookies,5.0,Fast shipping excellent product
Tasty,5.0,"Loved them, very good"
Yum yum yum,5.0,Yummiest biscottis
Order in winter months,2.0,Melted on delivery truck...
Pretty but Tasteless,1.0,I gave it to my mother in law for Mothers day/birthday and she said they were pretty but had no flavor and not to order them for her again. She would rather go to Sam's club or make them herself. But she appreciated the thought. Lol
Great Cookies and Presentation,5.0,Perfect!
Don't buy!,1.0,"Terrible, must have been 2 or 3 yrs old. Couldn't even break them they were so hard."
Basic and disappointing,1.0,Biscotti cookie is too soft. Both the chocolate and toppings are basic. Not worth the price charged at all.
Great value,5.0,Great taste
Great gift item for a friend or yourself,5.0,Loved it !!!
They were melted and old,1.0,Not fresh. Melted
Five Stars,5.0,Loved these amazing biscotti great quality !
Five Stars,5.0,Was a gift got high praise
it sucks,1.0,it sucks [:()
Beautiful presentation,5.0,Gift
Five Stars,5.0,Arrived in tact and were delicious!
Two Stars,2.0,no good
they looked really yummy and are packaged pretty enough I didn't have to wrap,5.0,gave as a gift. they looked really yummy and are packaged pretty enough I didn't have to wrap it
Five Stars,5.0,They were everything I had hoped for.
These were stale when they arrived. 40 dollars for inedible biscotti..unsatisfied,1.0,Stale inedible..
"Crumbly, flavor bland.",1.0,Did not like how easily it crumbled. Not like other biscotti I have eaten. Seemed stale. Flavorless
wonderful wonderful,5.0,thank you thank you
Not fresh,1.0,These biscotti were not fresh at all and their appearance did not invite to eat them.
Buy,5.0,Great tasting and fresh
Worse Cookies,1.0,These had no taste and very hard
Five Stars,5.0,Excellent product. Exactly as advertised
The party favorite,5.0,They were the hit of the party. No leftovers.
Biscotti gift box,5.0,Gift
Poor quality received,1.0,"I received these biscottis today.
They were broken. Covered in powdery stuff and stale
I purchased based on the 5 star reviews."
Pass on these,1.0,Not very good at all and overpriced.
"Great look, great taste",5.0,Sent it to DIL's birthday
good testing,5.0,great testing
Unhappy,1.0,Stale and crumbled
Five Stars,5.0,My Wife absolutely loved these.
Tied 'em anyway as they looked good. Product stale,1.0,"Ordered as nutless chocalate, but discovered there could be nuts in parts. As thiswas a birthday present for wide (very allergic to nuts) THAT was a bust. Tied 'em anyway as they looked good. Product stale, crumbly except icin g was ok. Will not order again."
Great biscotti.,5.0,These were wonderful biscotti! Everyone loved them.
Five Stars,5.0,Recipent of this gift loved it.
Yum,5.0,Perfect and delicious
Terrible,1.0,"I purchased these for my husband for valentines day, they were horrible."
Dry but not crisp not true biscotti,1.0,"Tasteless, not twice baked texture. Possibly packaging caused these to not be crisp."
Looked beautiful but tasted stale with a powdery texture,2.0,"I bought this item as a gift for a family member. She was really impressed by the appearance of these biscotti--they looked so beautiful!--but she was disappointed in the texture and flavor. The biscotti tasted stale, and she mentioned that they had an odd, powdery texture instead of a crisp snap."
They raved about it!,5.0,I sent this to a family who had just lost their father. It was delivered the next morning and they all want the information on where to get these. They said they were fresh and really good and the perfect gift.
RIP OFF!!!!!!!,1.0,I'm going to make a video describing the BS these cookies are
Terrible - Don’t Buy It!!,1.0,Taste was awful - stale. Embarrassed by the gift given.
Five Stars,5.0,Great Gift for My Girl.
Five Stars,5.0,Exactly as described - very good tasting product
Great gift!,5.0,Perfect !!
Delicious,5.0,I have gifted this to friends and family and it’s always been a huge hit!
Good,5.0,Good
Not worth the price,1.0,"Disappointed, not what I expected, too sweet."
Do not buy - stale and nasty tasting,1.0,BUYER BEWARE- These biscottis are so stale and so nasty. No returns either. Arghhhhhh
Don’t buy it,1.0,No flavor and really dry. My family could not eat this!! We gave it to the birds outside. This is NO WAY these cookies are good.
she raced on how they were the best biscotti she has ever her tasted,5.0,"Gave them to my Daughter-in-law, she raced on how they were the best biscotti she has ever her tasted."
Barnetts Biscotti Cookies,1.0,Soooooo bad! Had to throw them out!
Great gift.,5.0,Makes a nice presentation.
Five Stars,5.0,Great product!
Perfect,5.0,No comments on this product
Delicious!,5.0,I’ve purchased these twice. My first gift recipient raved about them. I was with the second gift recipient and had the pleasure of having 2 cookies. They were delicious! A wonderful hostess gift or to say thank you to someone.
Don't waste your $,1.0,We received a box full of stale crumbs...enough said
Broken biscotti,1.0,I purchased two orders of these cookies for a morning event and they came broken and crumbled. I was really hoping for nice looking biscotti like the photo.
Taste bad,1.0,It wasn't what I expecteds
Five Stars,5.0,The cookies were delicious!!!
Delicious,5.0,Beyond fab!!!
Threw them away,1.0,"Late, crumbled, and dry"
"They do not have good taste, they were broken and crumbly and would ...",1.0,"These were not even close to the quality, the price might imply. Biscotti, should be dry yes but crumbly dry no. They do not have good taste, they were broken and crumbly and would never, buy this product again."
Five Stars,5.0,Flavors
Don’t order this,1.0,This product was so dry and old we had to toss it. Horrible!
An Amazing Gift!,5.0,Delicious!
Great biscotti’s,5.0,They were given as a gift. My friend said they were delicious
A+++ Delicious!,5.0,Would order again without a doubt. Delicious!
Soapy aftertaste,1.0,Biscotti icing had a ‘soapy’ after taste.
Great quality,5.0,Person who received it said they were fantastic
Two Stars,2.0,Cookies cracked and broken
Delicious,5.0,Very popular gift
Buy another line.,1.0,This product was flavorless!!! It wasn't cooked right and the toppings were not tasty . Would not buy again.
Great purchase,5.0,Purchased as a gift and the recipient loved them!
Five Stars,5.0,Sent this to my parents for Christmas and they loved the packaging and said the biscotti were delicious
Stale.,1.0,Old. Stale.
was not fresh,1.0,tasted stale
Biscotti,5.0,It was a gift for my parents and they absolutely loved it.
Tasteless,1.0,Tasteless
The wisest after tastes...,1.0,"Mother said, If you don’t have a nice thing to say...Don’t say anything..."
Five Stars,5.0,Extremely good.
Don't buy them,1.0,They were very dry. My family did not like them
Not a satisfied customer.,1.0,All of the biscotti had the same base just a different icing. Not a product I will order again.
All the cookies were broken and cookies were covered with ...,1.0,All the cookies were broken and cookies were covered with dust and unable to serve. I would not suggest to buy this product at all.
I want my money back.,1.0,Awfully taste. Poor value for your money $$$
Horrible,1.0,"I would not buy this again, it was old, hard"
"Amazon needs a mini card, to and from app, for free. My family never knows this comes from me.",1.0,"Send a quality gift. People are tired of fruit cakes in a can from 1978, Chow baby."
Five Stars,5.0,High quality.
Five Stars,5.0,Fantastic biscottis!!!!
select another cookie / biscotti,1.0,"very disappointed

not great tasting
not authentic"
Very nice gift,5.0,This was sent as a gift and said they love the quality and packaging. Very pleased.
Five Stars,5.0,Tastes great.
Five Stars,5.0,good cookies basket
Awesome !,5.0,Everything was perfect. Boxed presentation beautiful for gift . Fresh & loved by all.
Made an excellent gift! I ordered it twice!,5.0,Beautifully packaged and great presentation. They were delicious and a big hit. Ordered twice as a gift.
OH! That wonderful cup of coffee and a Biscotti.,5.0,The family loved these. So so I. One of my favorites.
Impressive,5.0,"I got it for my daughter’s birthday day , she loved it!"
Old & Stale!,1.0,"Old & Stale!! Save your money, very disappointing."
Stale and awful,1.0,The cookies are stale and awful !!! Unfortunately I can not return them. I will not order again
Too dry to eat and enjoy,1.0,Procrustean was fry Tasted old
Five Stars,5.0,My elderly parents loved this gift basket!
Not fresh,1.0,Was going to use at a party but the tasted stale
Five Stars,5.0,Excellent quality.
stale,1.0,Old and gross. No idea what is in these.
Delicious!,5.0,Delicious!
great product,5.0,Delicious product. this was a gift for my daughter. she love them.
Great Gift!,5.0,Delicious and quick delivery.
Stale,1.0,Very stale and not attractive
"Delivered on time as a gift. The report I get is that they are tasty, and have real variety.",5.0,"Looks Good, Tastes Good"
don't waste your money!!!!!,1.0,VERY SMALL AND UNIMPRESSIVE
Superb Thank You Treat,5.0,The recipient of this gift loved it and it made it so easy to thank them with a gift that I couldn’t had deliver.
Really old and dry...gross,1.0,"These cookies look so pretty, but they taste like old dust. So very disappointed I am not even going to serve them. Disgusting."
Not biscotti!,1.0,These are not biscotti. They'r crumbly cookies.
Some Biscotti’s were melted chocolate when opened,2.0,"Would never order these again, product did not ship well, some were melted when arrived. I had ordered these for a Funeral gathering, now can’t use them,"
"Awful,can’t return",1.0,Awful tastes like plastic..
Sorry but not very good,1.0,Not good
Five Stars,5.0,Great product & timely delivered
Great gift,5.0,I sent these to my aunt for her birthday and she said they were delicious.
Great gift,5.0,This was a gift and the person loved it.
Returned all 5 boxes I ordered,1.0,Poor. Was like eating stale dry cake
very quick delivery. Made a super get-well gift,5.0,very quick delivery. Made a super get-well gift
Really disappointed,1.0,Recd these as a gift last yr. My husband lo es biscotti. These were just terrible. I know they were expensive but they tasted really cheap. Sorry. I dont often write anything negative but i even told the giftor so they would not send to anyone else.
DELIVERED TIMELY,5.0,no complaints
Terrible biscotti,1.0,"I received them as a gift and they were all broken, the choc was melted to the bubble pack in the box. The worst part was they had no flavor at all! Was like eating sand. Do not waste your money!"
Five Stars,5.0,It was a gift and they seemed to enjoy it very much.
Disappointed,2.0,"I love biscotti so was thrilled when I was gifted with this for my birthday. I was so disappointed, however, to find that these were not biscotti at all, but cookies shaped like biscotti. They were not individually wrapped and many were broken upon arrival. Truly a disappointment!"
Crap,1.0,It tastes like dried cardboard. Awful.
One Star,1.0,not worth the purchase all broken pieces very small in size
